-0.0002549	0.0000702
-0.0005346	0.0001472
-0.0008122	0.0002236
-0.0010819	0.0002979
-0.001362	0.000375
-0.0013712	0.0003787
-0.00138	0.0003823
-0.0013888	0.0003859
-0.0013975	0.0003894
-0.0014065	0.0003931
-0.0014452	0.0004092
-0.0014851	0.0004259
-0.0015261	0.0004431
-0.0015674	0.0004603
-0.0016062	0.0004766
-0.0016135	0.0004796
-0.0016204	0.0004826
-0.0017749	0.000551
-0.0019315	0.0006203
-0.0020872	0.0006892
-0.0022428	0.0007581
-0.0023981	0.0008268
-0.0024035	0.0008293
-0.0024087	0.0008318
-0.0024142	0.0008343
-0.0024193	0.0008367
-0.0024246	0.0008392
-0.0025166	0.000885
-0.0026199	0.0009366
-0.0027121	0.0009826
-0.0028082	0.0010305
-0.0029011	0.0010769
-0.0030583	0.001156
-0.003217	0.001236
-0.0033764	0.0013163
-0.0035295	0.0013935
-0.0036888	0.0014737
-0.0037981	0.001536
-0.0039162	0.0016033
-0.0040388	0.0016731
-0.0041594	0.0017419
-0.0042823	0.0018119
-0.0042874	0.0018149
-0.0042927	0.0018179
-0.0042977	0.0018208
-0.0043027	0.0018237
-0.0043075	0.0018265
-0.0044229	0.0018937
-0.0045675	0.0019788
-0.0045759	0.0019838
-0.0045844	0.0019888
-0.004593	0.0019939
-0.0046016	0.0019991
-0.00461	0.002004
-0.0047367	0.0020803
-0.0048369	0.0021451
-0.0049453	0.0022152
-0.0050491	0.0022828
-0.0051421	0.0023435
-0.0052207	0.0023979
-0.0053223	0.0024686
-0.0053994	0.0025231
-0.0054035	0.002526
-0.0054078	0.0025291
-0.0054118	0.0025319
-0.0055001	0.0025955
-0.0056057	0.0026724
-0.0056096	0.0026752
-0.0056137	0.0026782
-0.005636	0.0026946
-0.0056591	0.0027116
-0.0056816	0.0027282
-0.0057043	0.0027449
-0.0057266	0.0027613
-0.0058013	0.0028164
-0.0058086	0.0028219
-0.0058893	0.0028832
-0.0059775	0.002951
-0.0059848	0.0029567
-0.0060902	0.0030406
-0.0061996	0.0031277
-0.0063072	0.0032133
-0.006417	0.0033007
-0.0065256	0.0033871
-0.0065927	0.0034406
-0.0066633	0.0034976
-0.0067641	0.0035795
-0.0067828	0.0035947
-0.0068007	0.0036094
-0.0068204	0.0036254
-0.0068397	0.0036412
-0.0068581	0.0036562
-0.0068607	0.0036584
-0.0068634	0.0036606
-0.0068662	0.0036629
-0.006869	0.0036651
-0.0068716	0.0036672
-0.0069604	0.003744
-0.0069633	0.0037465
-0.0070435	0.0038164
-0.0071739	0.0039304
-0.0072437	0.0039919
-0.0073127	0.0040527
-0.0073904	0.0041212
-0.0074861	0.0042063
-0.0075798	0.0042897
-0.0076765	0.0043757
-0.0077672	0.0044563
-0.0078635	0.004542
-0.0079543	0.0046257
-0.0080402	0.0047048
-0.0081337	0.004791
-0.0082279	0.0048779
-0.0083223	0.0049648
-0.0083255	0.0049678
-0.0083973	0.0050343
-0.0084723	0.0051042
-0.0085479	0.0051747
-0.008627	0.0052488
-0.0087056	0.0053224
-0.0087844	0.0053962
-0.0088612	0.0054682
-0.0089399	0.005542
-0.0090179	0.0056153
-0.0090993	0.0056928
-0.0091404	0.0057334
-0.0091805	0.0057732
-0.0092215	0.0058138
-0.0092619	0.0058537
-0.009303	0.0058944
-0.0093465	0.0059377
-0.0093902	0.0059812
-0.0094341	0.0060249
-0.0094777	0.0060682
-0.009521	0.0061113
-0.0095895	0.0061797
-0.0097048	0.006295
-0.0097701	0.0063608
-0.0098144	0.0064056
-0.0098586	0.0064503
-0.009902	0.0064945
-0.00998	0.0065745
-0.0100482	0.0066445
-0.0100915	0.0066889
-0.0101338	0.0067323
-0.010158	0.0067572
-0.0101808	0.0067808
-0.0102045	0.0068052
-0.0102277	0.0068291
-0.0102527	0.0068548
-0.010255	0.0068572
-0.0102572	0.0068596
-0.0103273	0.0069327
-0.0103998	0.0070082
-0.0104685	0.0070798
-0.0105995	0.0072164
-0.0106692	0.007289
-0.0107395	0.0073632
-0.0108048	0.0074323
-0.0108675	0.0074984
-0.01093	0.0075644
-0.0109924	0.0076303
-0.011031	0.0076716
-0.0110701	0.0077134
-0.0111107	0.0077567
-0.0111496	0.0077983
-0.0111931	0.0078448
-0.0112399	0.0078948
-0.011284	0.0079419
-0.0113306	0.0079917
-0.011377	0.0080413
-0.0114225	0.0080899
-0.0114779	0.0081501
-0.0115141	0.0081895
-0.0115506	0.0082292
-0.0115861	0.0082678
-0.0116226	0.0083075
-0.0116586	0.0083467
-0.0116608	0.0083492
-0.0116631	0.0083516
-0.011714	0.0084082
-0.0117214	0.0084166
-0.0117361	0.0084332
-0.0117436	0.0084416
-0.0117509	0.0084498
-0.0117653	0.0084661
-0.0118302	0.0085394
-0.0118949	0.0086125
-0.011976	0.0087042
-0.0120568	0.0087955
-0.0121379	0.0088872
-0.0122169	0.0089765
-0.0122984	0.0090686
-0.0123613	0.0091398
-0.012414	0.0091993
-0.0124669	0.0092592
-0.0125197	0.0093189
-0.0125726	0.0093788
-0.0126217	0.0094343
-0.012673	0.0094923
-0.0127228	0.0095487
-0.012772	0.0096043
-0.0128273	0.0096669
-0.0128752	0.0097214
-0.0129357	0.0097904
-0.0129899	0.0098523
-0.0130428	0.0099129
-0.0130941	0.0099715
-0.013148	0.0100332
-0.0132023	0.0100954
-0.0132658	0.0101684
-0.0133106	0.0102203
-0.0133155	0.010226
-0.0133656	0.0102854
-0.0134183	0.0103486
-0.0134828	0.0104262
-0.0135493	0.0105061
-0.0136049	0.0105732
