.0002	9.01e-07
.0004	2.63e-06
.0006	5.18e-06
.0008	8.12e-06
.001	.0000113
.0012	.0000153
.0014	.0000193
.0016	.0000234
.0018	.0000279
.002	.0000324
.0022	.000037
.0024	.0000418
.0026	.0000476
.0028	.0000533
.003	.0000593
.0032	.0000654
.0034	.0000716
.0036	.0000779
.0038	.0000842
.004	.0000907
.0042	.0000974
.0044	.0001044
.0046	.0001115
.0048	.0001187
.005	.0001269
.0052	.0001351
.0054	.0001435
.0056	.0001518
.0058	.0001609
.006	.00017
.0062	.0001794
.0064	.0001892
.0066	.0001993
.0068	.0002099
.007	.0002209
.0072	.000232
.0074	.0002433
.0076	.0002546
.0078	.000266
.008	.0002775
.0082	.0002891
.0084	.0003011
.0086	.0003133
.0088	.0003255
.009	.0003384
.0092	.0003513
.0094	.0003643
.0096	.0003774
.0098	.0003905
.01	.0004038
.0102	.0004171
.0104	.0004306
.0106	.0004443
.0108	.000458
.011	.0004719
.0112	.0004858
.0114	.0004999
.0116	.0005141
.0118	.0005284
.012	.0005428
.0122	.0005576
.0124	.0005727
.0126	.000588
.0128	.0006034
.013	.0006189
.0132	.0006344
.0134	.0006499
.0136	.0006655
.0138	.0006813
.014	.0006971
.0142	.0007129
.0144	.0007288
.0146	.000745
.0148	.0007614
.015	.0007778
.0152	.0007943
.0154	.000811
.0156	.0008281
.0158	.0008453
.016	.0008628
.0162	.0008804
.0164	.0008981
.0166	.0009159
.0168	.0009337
.017	.0009516
.0172	.0009696
.0174	.0009877
.0176	.0010059
.0178	.0010242
.018	.0010428
.0182	.0010617
.0184	.0010809
.0186	.0011001
.0188	.0011194
.019	.0011388
.0192	.0011582
.0194	.0011777
.0196	.0011974
.0198	.0012172
.02	.001237
.0202	.001257
.0204	.0012773
.0206	.0012977
.0208	.0013182
.021	.0013386
.0212	.0013591
.0214	.0013796
.0216	.0014003
.0218	.0014211
.022	.0014419
.0222	.0014629
.0224	.001484
.0226	.0015051
.0228	.0015263
.023	.0015475
.0232	.0015689
.0234	.0015904
.0236	.001612
.0238	.0016337
.024	.0016555
.0242	.0016773
.0244	.0016995
.0246	.0017218
.0248	.0017442
.025	.0017668
.0252	.0017896
.0254	.0018125
.0256	.0018356
.0258	.0018588
.026	.0018821
.0262	.0019054
.0264	.0019291
.0266	.0019528
.0268	.0019767
.027	.0020005
.0272	.0020245
.0274	.0020486
.0276	.0020727
.0278	.002097
.028	.0021212
.0282	.0021456
.0284	.0021699
.0286	.0021943
.0288	.0022188
.029	.0022433
.0292	.0022679
.0294	.0022927
.0296	.0023182
.0298	.0023439
.03	.0023696
.0302	.0023953
.0304	.0024211
.0306	.0024471
.0308	.0024731
.031	.0024994
.0312	.0025259
.0314	.0025524
.0316	.0025792
.0318	.002606
.032	.002633
.0322	.0026601
.0324	.0026873
.0326	.0027145
.0328	.0027418
.033	.0027691
.0332	.0027965
.0334	.0028241
.0336	.0028518
.0338	.0028796
.034	.0029074
.0342	.0029352
.0344	.0029631
.0346	.0029912
.0348	.0030193
.035	.0030473
.0352	.0030755
.0354	.0031037
.0356	.0031319
.0358	.0031603
.036	.0031887
.0362	.0032173
.0364	.0032458
.0366	.0032744
.0368	.003303
.037	.0033317
.0372	.0033604
.0374	.0033891
.0376	.003418
.0378	.003447
.038	.0034762
.0382	.0035059
.0384	.0035355
.0386	.0035653
.0388	.0035953
.039	.0036253
.0392	.0036553
.0394	.0036854
.0396	.0037156
.0398	.0037458
.04	.003776
.0402	.0038064
.0404	.0038369
.0406	.0038674
.0408	.003898
.041	.003929
.0412	.00396
.0414	.0039912
.0416	.0040224
.0418	.0040537
.042	.004085
.0422	.0041166
.0424	.0041484
.0426	.0041804
.0428	.0042125
.043	.0042446
.0432	.0042767
.0434	.0043089
.0436	.0043413
.0438	.004374
.044	.0044069
.0442	.0044398
.0444	.0044727
.0446	.0045058
.0448	.0045389
.045	.004572
.0452	.0046051
.0454	.0046383
.0456	.0046716
.0458	.0047049
.046	.0047383
.0462	.0047718
.0464	.0048053
.0466	.0048388
.0468	.0048723
.047	.0049061
.0472	.0049399
.0474	.0049737
.0476	.0050076
.0478	.0050417
.048	.0050757
.0482	.0051098
.0484	.005144
.0486	.0051782
.0488	.0052124
.049	.0052467
.0492	.0052811
.0494	.0053156
.0496	.0053501
.0498	.0053847
.05	.0054193
.0502	.0054539
.0504	.0054886
.0506	.0055233
.0508	.0055581
.051	.005593
.0512	.0056279
.0514	.0056629
.0516	.0056982
.0518	.0057336
.052	.0057691
.0522	.0058045
.0524	.0058401
.0526	.0058756
.0528	.0059114
.053	.0059472
.0532	.0059831
.0534	.0060191
.0536	.0060551
.0538	.0060914
.054	.0061277
.0542	.006164
.0544	.0062004
.0546	.0062368
.0548	.0062733
.055	.0063097
.0552	.0063462
.0554	.0063827
.0556	.0064192
.0558	.0064559
.056	.0064928
.0562	.0065298
.0564	.0065668
.0566	.0066039
.0568	.006641
.057	.0066781
.0572	.0067152
.0574	.0067523
.0576	.0067895
.0578	.0068266
.058	.0068639
.0582	.0069013
.0584	.0069388
.0586	.0069762
.0588	.0070138
.059	.0070514
.0592	.0070892
.0594	.0071272
.0596	.0071653
.0598	.0072034
.06	.007242
.0602	.0072806
.0604	.0073193
.0606	.0073583
.0608	.0073973
.061	.0074366
.0612	.0074759
.0614	.0075152
.0616	.0075547
.0618	.0075943
.062	.0076339
.0622	.0076737
.0624	.0077137
.0626	.0077536
.0628	.0077936
.063	.0078336
.0632	.0078738
.0634	.0079139
.0636	.0079542
.0638	.0079944
.064	.0080347
